      year,  location,    lowest,   2nd_low,    median,  2nd_high,   highest,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15
  2.50,E09000025,    0.442,    0.465,    0.604,    0.740,    1.089,    0.609,    0.465,    0.442,    0.559,    0.660,    0.636,    0.492,    0.732,    0.480,    0.564,    0.740,    0.604,    1.089,    0.732,    0.528
  2.75,E09000025,    0.591,    0.599,    0.744,    1.015,    1.360,    0.791,    0.599,    0.608,    0.665,    0.903,    0.736,    0.702,    1.015,    0.647,    0.820,    0.944,    0.744,    1.360,    0.920,    0.591
  3.00,E09000025,    0.677,    0.779,    0.991,    1.288,    1.697,    0.991,    0.826,    0.791,    0.830,    1.220,    1.008,    0.858,    1.229,    0.779,    1.058,    1.216,    0.887,    1.697,    1.288,    0.677
  3.25,E09000025,    0.862,    0.951,    1.201,    1.590,    1.977,    1.201,    1.121,    1.080,    1.171,    1.501,    1.216,    0.951,    1.590,    1.122,    1.201,    1.556,    1.143,    1.977,    1.582,    0.862
  3.50,E09000025,    0.973,    1.213,    1.472,    2.088,    2.429,    1.468,    1.402,    1.213,    1.434,    1.830,    1.539,    1.217,    1.784,    1.385,    1.657,    2.088,    1.472,    2.429,    1.921,    0.973
  3.75,E09000025,    1.173,    1.466,    1.823,    2.634,    2.867,    1.857,    1.757,    1.518,    1.667,    2.160,    2.032,    1.466,    2.134,    1.590,    1.823,    2.634,    1.649,    2.867,    2.344,    1.173
  4.00,E09000025,    1.593,    1.610,    2.137,    3.202,    3.312,    2.099,    2.034,    2.027,    2.104,    2.626,    2.254,    1.610,    2.517,    2.085,    2.301,    3.202,    2.137,    3.312,    2.688,    1.593
  0.61,E09000030,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074,    0.074
  1.00,E09000030,    0.128,    0.141,    0.141,    0.155,    0.161,    0.141,    0.141,    0.141,    0.141,    0.141,    0.155,    0.141,    0.141,    0.141,    0.141,    0.141,    0.161,    0.155,    0.141,    0.128
  1.25,E09000030,    0.141,    0.208,    0.227,    0.322,    0.356,    0.214,    0.228,    0.208,    0.268,    0.255,    0.356,    0.235,    0.222,    0.214,    0.208,    0.288,    0.227,    0.322,    0.208,    0.141
  1.50,E09000030,    0.188,    0.247,    0.301,    0.436,    0.476,    0.281,    0.281,    0.247,    0.301,    0.415,    0.436,    0.282,    0.301,    0.247,    0.335,    0.396,    0.301,    0.476,    0.274,    0.188
  1.75,E09000030,    0.276,    0.341,    0.395,    0.583,    0.669,    0.415,    0.375,    0.355,    0.395,    0.443,    0.583,    0.376,    0.436,    0.341,    0.349,    0.577,    0.362,    0.669,    0.409,    0.276
  2.00,E09000030,    0.303,    0.362,    0.436,    0.622,    0.749,    0.449,    0.430,    0.408,    0.436,    0.510,    0.622,    0.403,    0.503,    0.394,    0.423,    0.617,    0.362,    0.749,    0.495,    0.303
  2.25,E09000030,    0.322,    0.408,    0.455,    0.658,    0.955,    0.455,    0.444,    0.408,    0.516,    0.543,    0.650,    0.409,    0.523,    0.421,    0.429,    0.658,    0.442,    0.955,    0.575,    0.322
  2.50,E09000030,    0.461,    0.497,    0.622,    0.791,    1.136,    0.628,    0.497,    0.461,    0.582,    0.683,    0.670,    0.515,    0.748,    0.508,    0.589,    0.791,    0.622,    1.136,    0.781,    0.568
  2.75,E09000030,    0.621,    0.624,    0.762,    1.043,    1.417,    0.821,    0.624,    0.627,    0.681,    0.937,    0.762,    0.727,    1.043,    0.675,    0.849,    0.996,    0.755,    1.417,    0.975,    0.621
  3.00,E09000030,    0.721,    0.814,    1.021,    1.343,    1.771,    1.021,    0.858,    0.814,    0.862,    1.258,    1.043,    0.889,    1.278,    0.815,    1.097,    1.277,    0.908,    1.771,    1.343,    0.721
  3.25,E09000030,    0.902,    0.989,    1.234,    1.645,    2.079,    1.234,    1.159,    1.117,    1.230,    1.551,    1.270,    0.989,    1.645,    1.177,    1.243,    1.627,    1.162,    2.079,    1.643,    0.902
  3.50,E09000030,    1.016,    1.250,    1.501,    2.167,    2.527,    1.501,    1.452,    1.250,    1.492,    1.879,    1.598,    1.263,    1.846,    1.439,    1.712,    2.167,    1.482,    2.527,    1.976,    1.016
  3.75,E09000030,    1.224,    1.524,    1.879,    2.742,    2.975,    1.887,    1.813,    1.556,    1.725,    2.224,    2.106,    1.524,    2.208,    1.653,    1.879,    2.742,    1.669,    2.975,    2.404,    1.224
  4.00,E09000030,    1.657,    1.670,    2.179,    3.309,    3.422,    2.141,    2.092,    2.091,    2.179,    2.698,    2.325,    1.670,    2.595,    2.156,    2.367,    3.309,    2.163,    3.422,    2.752,    1.657
  0.61,E09000014,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067,    0.067
  1.00,E09000014,    0.100,    0.133,    0.133,    0.133,    0.167,    0.133,    0.133,    0.133,    0.133,    0.133,    0.133,    0.133,    0.133,    0.133,    0.133,    0.133,    0.167,    0.133,    0.133,    0.100
  1.25,E09000014,    0.133,    0.200,    0.200,    0.300,    0.300,    0.200,    0.200,    0.200,    0.267,    0.233,    0.300,    0.233,    0.200,    0.200,    0.200,    0.267,    0.233,    0.300,    0.200,    0.133
  1.50,E09000014,    0.167,    0.233,    0.300,    0.400,    0.467,    0.267,    0.233,    0.233,    0.300,    0.400,    0.400,    0.267,    0.300,    0.233,    0.333,    0.367,    0.300,    0.467,    0.267,    0.167
  1.75,E09000014,    0.267,    0.333,    0.400,    0.567,    0.667,    0.400,    0.333,    0.333,    0.400,    0.400,    0.567,    0.367,    0.433,    0.333,    0.333,    0.567,    0.367,    0.667,    0.400,    0.267
  2.00,E09000014,    0.300,    0.367,    0.433,    0.633,    0.767,    0.433,    0.367,    0.400,    0.433,    0.467,    0.633,    0.400,    0.500,    0.400,    0.400,    0.600,    0.367,    0.767,    0.500,    0.300
  2.25,E09000014,    0.333,    0.367,    0.433,    0.633,    0.967,    0.433,    0.367,    0.400,    0.533,    0.500,    0.633,    0.400,    0.500,    0.433,    0.400,    0.633,    0.433,    0.967,    0.600,    0.333
  2.50,E09000014,    0.400,    0.433,    0.633,    0.833,    1.167,    0.633,    0.400,    0.433,    0.600,    0.667,    0.633,    0.500,    0.800,    0.500,    0.600,    0.767,    0.633,    1.167,    0.833,    0.600
  2.75,E09000014,    0.567,    0.633,    0.800,    1.100,    1.500,    0.867,    0.567,    0.633,    0.733,    0.933,    0.800,    0.767,    1.100,    0.700,    0.867,    1.067,    0.767,    1.500,    1.033,    0.667
  3.00,E09000014,    0.767,    0.833,    1.067,    1.400,    1.867,    1.067,    0.833,    0.833,    0.933,    1.267,    1.100,    0.933,    1.333,    0.867,    1.133,    1.300,    0.967,    1.867,    1.400,    0.767
  3.25,E09000014,    0.967,    1.033,    1.300,    1.733,    2.200,    1.300,    1.133,    1.100,    1.300,    1.600,    1.300,    1.033,    1.733,    1.200,    1.300,    1.633,    1.233,    2.200,    1.733,    0.967
  3.50,E09000014,    1.067,    1.233,    1.600,    2.200,    2.600,    1.567,    1.433,    1.233,    1.600,    1.933,    1.600,    1.367,    1.933,    1.467,    1.767,    2.200,    1.567,    2.600,    2.067,    1.067
  3.75,E09000014,    1.267,    1.533,    1.967,    2.800,    3.067,    1.967,    1.800,    1.533,    1.833,    2.400,    2.167,    1.667,    2.300,    1.700,    1.967,    2.800,    1.767,    3.067,    2.500,    1.267
  4.00,E09000014,    1.733,    1.833,    2.367,    3.333,    3.500,    2.233,    2.133,    2.100,    2.300,    2.833,    2.400,    1.833,    2.700,    2.167,    2.467,    3.333,    2.367,    3.500,    2.867,    1.733
  0.61,E09000019,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084,    0.084
  1.00,E09000019,    0.135,    0.151,    0.151,    0.168,    0.168,    0.151,    0.151,    0.151,    0.151,    0.151,    0.168,    0.151,    0.151,    0.151,    0.151,    0.151,    0.167,    0.168,    0.151,    0.135
  1.25,E09000019,    0.151,    0.217,    0.235,    0.335,    0.369,    0.217,    0.235,    0.217,    0.284,    0.268,    0.369,    0.251,    0.235,    0.217,    0.217,    0.301,    0.233,    0.335,    0.217,    0.151
  1.50,E09000019,    0.201,    0.251,    0.317,    0.452,    0.501,    0.284,    0.285,    0.251,    0.317,    0.435,    0.452,    0.301,    0.317,    0.251,    0.351,    0.419,    0.317,    0.501,    0.284,    0.201
  1.75,E09000019,    0.301,    0.351,    0.417,    0.619,    0.701,    0.435,    0.385,    0.368,    0.417,    0.469,    0.619,    0.401,    0.468,    0.351,    0.368,    0.619,    0.384,    0.701,    0.435,    0.301
  2.00,E09000019,    0.335,    0.384,    0.468,    0.652,    0.784,    0.468,    0.453,    0.417,    0.468,    0.536,    0.651,    0.435,    0.535,    0.400,    0.452,    0.652,    0.384,    0.784,    0.517,    0.335
  2.25,E09000019,    0.351,    0.417,    0.470,    0.702,    0.984,    0.468,    0.470,    0.417,    0.551,    0.569,    0.685,    0.435,    0.552,    0.433,    0.452,    0.702,    0.468,    0.984,    0.600,    0.351
  2.50,E09000019,    0.468,    0.517,    0.651,    0.836,    1.184,    0.651,    0.520,    0.468,    0.617,    0.719,    0.702,    0.535,    0.783,    0.517,    0.617,    0.836,    0.651,    1.184,    0.816,    0.600
  2.75,E09000019,    0.633,    0.649,    0.800,    1.100,    1.483,    0.849,    0.653,    0.633,    0.716,    0.985,    0.800,    0.749,    1.100,    0.700,    0.884,    1.049,    0.784,    1.483,    1.016,    0.649
  3.00,E09000019,    0.749,    0.833,    1.049,    1.400,    1.849,    1.049,    0.902,    0.833,    0.916,    1.319,    1.100,    0.933,    1.351,    0.849,    1.151,    1.335,    0.949,    1.849,    1.400,    0.749
  3.25,E09000019,    0.949,    1.033,    1.300,    1.733,    2.183,    1.265,    1.219,    1.152,    1.300,    1.617,    1.317,    1.033,    1.733,    1.235,    1.300,    1.719,    1.216,    2.183,    1.716,    0.949
  3.50,E09000019,    1.067,    1.285,    1.583,    2.269,    2.635,    1.532,    1.519,    1.285,    1.583,    1.968,    1.652,    1.332,    1.951,    1.519,    1.801,    2.269,    1.532,    2.635,    2.032,    1.067
  3.75,E09000019,    1.284,    1.585,    1.915,    2.869,    3.101,    1.915,    1.886,    1.585,    1.816,    2.331,    2.201,    1.615,    2.335,    1.752,    1.967,    2.869,    1.732,    3.101,    2.483,    1.284
  4.00,E09000019,    1.733,    1.764,    2.283,    3.436,    3.552,    2.181,    2.168,    2.152,    2.283,    2.799,    2.417,    1.764,    2.735,    2.270,    2.484,    3.436,    2.264,    3.552,    2.849,    1.733
  0.61,E09000023,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063,    0.063
  1.00,E09000023,    0.118,    0.118,    0.121,    0.151,    0.154,    0.128,    0.128,    0.121,    0.121,    0.121,    0.151,    0.118,    0.128,    0.121,    0.118,    0.128,    0.126,    0.154,    0.121,    0.118
  1.25,E09000023,    0.125,    0.172,    0.189,    0.292,    0.329,    0.189,    0.206,    0.175,    0.215,    0.215,    0.329,    0.189,    0.199,    0.182,    0.172,    0.255,    0.173,    0.292,    0.175,    0.125
  1.50,E09000023,    0.165,    0.211,    0.249,    0.379,    0.414,    0.249,    0.253,    0.211,    0.238,    0.343,    0.379,    0.234,    0.251,    0.211,    0.280,    0.338,    0.241,    0.414,    0.227,    0.165
  1.75,E09000023,    0.236,    0.289,    0.334,    0.489,    0.587,    0.367,    0.334,    0.305,    0.319,    0.375,    0.489,    0.312,    0.361,    0.289,    0.296,    0.472,    0.291,    0.587,    0.338,    0.236
  2.00,E09000023,    0.262,    0.301,    0.385,    0.520,    0.642,    0.407,    0.385,    0.353,    0.352,    0.433,    0.507,    0.338,    0.426,    0.337,    0.361,    0.520,    0.301,    0.642,    0.409,    0.262
  2.25,E09000023,    0.279,    0.353,    0.422,    0.560,    0.813,    0.422,    0.402,    0.353,    0.423,    0.463,    0.546,    0.355,    0.456,    0.353,    0.378,    0.560,    0.381,    0.813,    0.464,    0.279
  2.50,E09000023,    0.417,    0.441,    0.543,    0.681,    0.979,    0.581,    0.466,    0.417,    0.477,    0.613,    0.580,    0.460,    0.652,    0.441,    0.514,    0.681,    0.543,    0.979,    0.649,    0.478
  2.75,E09000023,    0.538,    0.576,    0.668,    0.914,    1.194,    0.740,    0.596,    0.577,    0.576,    0.860,    0.663,    0.635,    0.914,    0.588,    0.763,    0.848,    0.668,    1.194,    0.825,    0.538
  3.00,E09000023,    0.631,    0.702,    0.931,    1.180,    1.522,    0.935,    0.810,    0.747,    0.739,    1.135,    0.931,    0.772,    1.128,    0.702,    0.971,    1.162,    0.784,    1.522,    1.180,    0.631
  3.25,E09000023,    0.758,    0.863,    1.094,    1.476,    1.785,    1.094,    1.078,    1.034,    1.082,    1.377,    1.150,    0.863,    1.429,    1.055,    1.105,    1.476,    0.983,    1.785,    1.437,    0.758
  3.50,E09000023,    0.865,    1.057,    1.337,    1.963,    2.209,    1.337,    1.329,    1.162,    1.296,    1.692,    1.442,    1.057,    1.597,    1.273,    1.482,    1.963,    1.252,    2.209,    1.756,    0.865
  3.75,E09000023,    1.059,    1.270,    1.648,    2.497,    2.593,    1.648,    1.663,    1.428,    1.509,    1.945,    1.820,    1.270,    1.914,    1.452,    1.611,    2.497,    1.399,    2.593,    2.147,    1.059
  4.00,E09000023,    1.386,    1.419,    1.927,    3.004,    3.034,    1.861,    1.910,    1.842,    1.915,    2.401,    2.008,    1.386,    2.251,    1.927,    2.026,    3.034,    1.790,    3.004,    2.433,    1.419
  0.61,E09000028,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100,    0.100
  1.00,E09000028,    0.167,    0.167,    0.167,    0.200,    0.200,    0.167,    0.167,    0.167,    0.167,    0.167,    0.200,    0.167,    0.167,    0.167,    0.167,    0.167,    0.167,    0.200,    0.167,    0.167
  1.25,E09000028,    0.167,    0.233,    0.267,    0.367,    0.433,    0.233,    0.267,    0.233,    0.300,    0.300,    0.433,    0.267,    0.267,    0.233,    0.233,    0.333,    0.233,    0.367,    0.233,    0.167
  1.50,E09000028,    0.233,    0.267,    0.333,    0.500,    0.533,    0.300,    0.333,    0.267,    0.333,    0.467,    0.500,    0.333,    0.333,    0.267,    0.367,    0.467,    0.333,    0.533,    0.300,    0.233
  1.75,E09000028,    0.333,    0.367,    0.433,    0.667,    0.733,    0.467,    0.433,    0.400,    0.433,    0.533,    0.667,    0.433,    0.500,    0.367,    0.400,    0.667,    0.400,    0.733,    0.467,    0.333
  2.00,E09000028,    0.367,    0.400,    0.500,    0.700,    0.800,    0.500,    0.533,    0.433,    0.500,    0.600,    0.667,    0.467,    0.567,    0.400,    0.500,    0.700,    0.400,    0.800,    0.533,    0.367
  2.25,E09000028,    0.367,    0.433,    0.567,    0.767,    1.000,    0.500,    0.567,    0.433,    0.567,    0.633,    0.733,    0.467,    0.600,    0.433,    0.500,    0.767,    0.500,    1.000,    0.600,    0.367
  2.50,E09000028,    0.500,    0.533,    0.667,    0.900,    1.200,    0.667,    0.633,    0.500,    0.633,    0.767,    0.767,    0.567,    0.767,    0.533,    0.633,    0.900,    0.667,    1.200,    0.800,    0.600
  2.75,E09000028,    0.633,    0.633,    0.800,    1.100,    1.467,    0.833,    0.733,    0.633,    0.700,    1.033,    0.800,    0.733,    1.100,    0.700,    0.900,    1.033,    0.800,    1.467,    1.000,    0.633
  3.00,E09000028,    0.733,    0.833,    1.033,    1.400,    1.833,    1.033,    0.967,    0.833,    0.900,    1.367,    1.100,    0.933,    1.367,    0.833,    1.167,    1.367,    0.933,    1.833,    1.400,    0.733
  3.25,E09000028,    0.933,    1.033,    1.300,    1.800,    2.167,    1.233,    1.300,    1.200,    1.300,    1.633,    1.333,    1.033,    1.733,    1.267,    1.300,    1.800,    1.200,    2.167,    1.700,    0.933
  3.50,E09000028,    1.067,    1.300,    1.600,    2.333,    2.667,    1.500,    1.600,    1.333,    1.567,    2.000,    1.700,    1.300,    1.967,    1.567,    1.833,    2.333,    1.500,    2.667,    2.000,    1.067
  3.75,E09000028,    1.300,    1.567,    1.967,    2.933,    3.133,    1.867,    1.967,    1.633,    1.800,    2.267,    2.233,    1.567,    2.367,    1.800,    1.967,    2.933,    1.700,    3.133,    2.467,    1.300
  4.00,E09000028,    1.700,    1.733,    2.367,    3.533,    3.600,    2.133,    2.200,    2.200,    2.267,    2.767,    2.433,    1.700,    2.767,    2.367,    2.500,    3.533,    2.167,    3.600,    2.833,    1.733
  0.61,E09000022,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080,    0.080
  1.00,E09000022,    0.137,    0.137,    0.137,    0.180,    0.180,    0.147,    0.147,    0.137,    0.137,    0.137,    0.180,    0.137,    0.147,    0.137,    0.137,    0.147,    0.137,    0.180,    0.137,    0.137
  1.25,E09000022,    0.147,    0.183,    0.216,    0.316,    0.362,    0.203,    0.226,    0.193,    0.239,    0.239,    0.362,    0.216,    0.226,    0.193,    0.193,    0.283,    0.183,    0.316,    0.193,    0.147
  1.50,E09000022,    0.193,    0.216,    0.262,    0.409,    0.452,    0.260,    0.272,    0.216,    0.262,    0.376,    0.409,    0.262,    0.272,    0.216,    0.306,    0.376,    0.262,    0.452,    0.239,    0.193
  1.75,E09000022,    0.283,    0.306,    0.362,    0.546,    0.642,    0.406,    0.362,    0.329,    0.352,    0.422,    0.546,    0.352,    0.409,    0.306,    0.329,    0.535,    0.319,    0.642,    0.376,    0.283
  2.00,E09000022,    0.316,    0.329,    0.432,    0.579,    0.699,    0.449,    0.432,    0.372,    0.399,    0.479,    0.546,    0.386,    0.476,    0.349,    0.409,    0.579,    0.329,    0.699,    0.442,    0.316
  2.25,E09000022,    0.326,    0.372,    0.460,    0.635,    0.858,    0.460,    0.456,    0.372,    0.476,    0.512,    0.602,    0.396,    0.509,    0.372,    0.419,    0.635,    0.419,    0.858,    0.499,    0.326
  2.50,E09000022,    0.439,    0.462,    0.586,    0.758,    1.048,    0.626,    0.522,    0.439,    0.532,    0.676,    0.635,    0.496,    0.706,    0.462,    0.562,    0.758,    0.586,    1.048,    0.699,    0.529
  2.75,E09000022,    0.583,    0.603,    0.729,    1.009,    1.285,    0.793,    0.662,    0.603,    0.629,    0.942,    0.729,    0.672,    1.009,    0.629,    0.829,    0.922,    0.719,    1.285,    0.889,    0.583
  3.00,E09000022,    0.672,    0.752,    0.993,    1.279,    1.631,    0.993,    0.896,    0.793,    0.819,    1.235,    1.029,    0.842,    1.246,    0.752,    1.066,    1.256,    0.842,    1.631,    1.279,    0.672
  3.25,E09000022,    0.822,    0.932,    1.189,    1.618,    1.924,    1.142,    1.189,    1.119,    1.189,    1.481,    1.232,    0.932,    1.561,    1.146,    1.199,    1.618,    1.058,    1.924,    1.548,    0.822
  3.50,E09000022,    0.935,    1.148,    1.448,    2.120,    2.373,    1.389,    1.448,    1.242,    1.425,    1.838,    1.538,    1.148,    1.744,    1.385,    1.620,    2.120,    1.328,    2.373,    1.858,    0.935
  3.75,E09000022,    1.148,    1.385,    1.744,    2.690,    2.779,    1.695,    1.785,    1.502,    1.648,    2.095,    1.960,    1.385,    2.094,    1.587,    1.744,    2.690,    1.487,    2.779,    2.295,    1.148
  4.00,E09000022,    1.508,    1.531,    2.094,    3.205,    3.240,    1.920,    2.028,    1.957,    2.075,    2.565,    2.140,    1.508,    2.453,    2.094,    2.196,    3.240,    1.914,    3.205,    2.600,    1.531
  0.61,E09000004,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041,    0.041
  1.00,E09000004,    0.087,    0.094,    0.101,    0.114,    0.115,    0.094,    0.101,    0.094,    0.101,    0.101,    0.108,    0.094,    0.101,    0.094,    0.101,    0.101,    0.114,    0.115,    0.101,    0.087
  1.25,E09000004,    0.101,    0.162,    0.183,    0.288,    0.290,    0.181,    0.202,    0.162,    0.202,    0.195,    0.288,    0.183,    0.183,    0.174,    0.176,    0.235,    0.188,    0.290,    0.169,    0.101
  1.50,E09000004,    0.149,    0.235,    0.270,    0.370,    0.398,    0.276,    0.270,    0.242,    0.250,    0.337,    0.370,    0.252,    0.285,    0.235,    0.312,    0.317,    0.250,    0.398,    0.263,    0.149
  1.75,E09000004,    0.183,    0.283,    0.360,    0.480,    0.566,    0.379,    0.365,    0.317,    0.346,    0.365,    0.480,    0.326,    0.388,    0.324,    0.334,    0.447,    0.283,    0.566,    0.360,    0.183
  2.00,E09000004,    0.197,    0.297,    0.400,    0.526,    0.640,    0.413,    0.400,    0.377,    0.381,    0.432,    0.526,    0.340,    0.462,    0.384,    0.381,    0.507,    0.297,    0.640,    0.446,    0.197
  2.25,E09000004,    0.230,    0.371,    0.456,    0.540,    0.875,    0.482,    0.407,    0.384,    0.456,    0.480,    0.540,    0.388,    0.510,    0.398,    0.421,    0.528,    0.371,    0.875,    0.507,    0.230
  2.50,E09000004,    0.437,    0.458,    0.539,    0.682,    1.018,    0.636,    0.468,    0.458,    0.523,    0.608,    0.595,    0.493,    0.682,    0.507,    0.534,    0.676,    0.539,    1.018,    0.681,    0.437
  2.75,E09000004,    0.525,    0.581,    0.666,    0.906,    1.276,    0.818,    0.581,    0.612,    0.623,    0.851,    0.655,    0.645,    0.906,    0.628,    0.748,    0.900,    0.666,    1.276,    0.885,    0.525
  3.00,E09000004,    0.639,    0.751,    0.898,    1.201,    1.585,    1.033,    0.770,    0.774,    0.751,    1.126,    0.898,    0.762,    1.087,    0.757,    0.930,    1.195,    0.780,    1.585,    1.201,    0.639
  3.25,E09000004,    0.755,    0.862,    1.084,    1.427,    1.799,    1.220,    1.033,    1.024,    1.052,    1.374,    1.137,    0.862,    1.403,    1.038,    1.084,    1.423,    0.990,    1.799,    1.427,    0.755
  3.50,E09000004,    0.905,    1.066,    1.432,    1.912,    2.222,    1.496,    1.301,    1.178,    1.220,    1.643,    1.432,    1.066,    1.600,    1.247,    1.442,    1.912,    1.277,    2.222,    1.823,    0.905
  3.75,E09000004,    1.115,    1.276,    1.656,    2.429,    2.569,    1.836,    1.656,    1.507,    1.448,    1.912,    1.775,    1.276,    1.890,    1.395,    1.603,    2.429,    1.411,    2.569,    2.160,    1.115
  4.00,E09000004,    1.425,    1.471,    1.981,    2.956,    2.957,    2.037,    1.930,    1.883,    1.836,    2.352,    1.981,    1.425,    2.226,    1.852,    2.022,    2.957,    1.796,    2.956,    2.413,    1.471
  0.61,E09000011,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079,    0.079
  1.00,E09000011,    0.146,    0.146,    0.146,    0.169,    0.169,    0.146,    0.146,    0.146,    0.146,    0.146,    0.169,    0.146,    0.146,    0.146,    0.146,    0.146,    0.156,    0.169,    0.146,    0.146
  1.25,E09000011,    0.146,    0.212,    0.236,    0.336,    0.392,    0.223,    0.246,    0.212,    0.269,    0.269,    0.392,    0.236,    0.236,    0.223,    0.212,    0.302,    0.223,    0.336,    0.212,    0.146
  1.50,E09000011,    0.202,    0.256,    0.302,    0.459,    0.481,    0.290,    0.312,    0.256,    0.302,    0.425,    0.459,    0.292,    0.302,    0.256,    0.336,    0.415,    0.302,    0.481,    0.279,    0.202
  1.75,E09000011,    0.281,    0.346,    0.402,    0.594,    0.671,    0.425,    0.402,    0.369,    0.392,    0.471,    0.594,    0.381,    0.438,    0.346,    0.359,    0.584,    0.359,    0.671,    0.415,    0.281
  2.00,E09000011,    0.305,    0.359,    0.459,    0.627,    0.738,    0.459,    0.471,    0.412,    0.438,    0.538,    0.615,    0.405,    0.505,    0.390,    0.438,    0.627,    0.359,    0.738,    0.492,    0.305
  2.25,E09000011,    0.315,    0.412,    0.494,    0.674,    0.948,    0.469,    0.494,    0.412,    0.505,    0.571,    0.660,    0.415,    0.538,    0.412,    0.448,    0.674,    0.448,    0.948,    0.559,    0.315
  2.50,E09000011,    0.479,    0.512,    0.615,    0.807,    1.117,    0.625,    0.560,    0.479,    0.571,    0.694,    0.694,    0.525,    0.715,    0.512,    0.581,    0.807,    0.615,    1.117,    0.748,    0.548
  2.75,E09000011,    0.592,    0.623,    0.748,    1.007,    1.363,    0.792,    0.660,    0.623,    0.648,    0.940,    0.738,    0.702,    1.007,    0.659,    0.838,    0.950,    0.748,    1.363,    0.938,    0.592
  3.00,E09000011,    0.692,    0.781,    0.992,    1.307,    1.708,    0.992,    0.874,    0.802,    0.817,    1.253,    1.007,    0.860,    1.242,    0.781,    1.074,    1.263,    0.871,    1.708,    1.307,    0.692
  3.25,E09000011,    0.860,    0.960,    1.192,    1.623,    2.001,    1.192,    1.175,    1.127,    1.186,    1.519,    1.250,    0.960,    1.588,    1.163,    1.207,    1.623,    1.117,    2.001,    1.586,    0.860
  3.50,E09000011,    0.984,    1.196,    1.465,    2.146,    2.480,    1.459,    1.465,    1.260,    1.421,    1.844,    1.596,    1.196,    1.790,    1.421,    1.677,    2.146,    1.427,    2.480,    1.917,    0.984
  3.75,E09000011,    1.196,    1.432,    1.821,    2.705,    2.915,    1.836,    1.821,    1.571,    1.654,    2.111,    2.067,    1.432,    2.149,    1.623,    1.821,    2.705,    1.607,    2.915,    2.342,    1.196
  4.00,E09000011,    1.565,    1.608,    2.149,    3.294,    3.372,    2.081,    2.065,    2.086,    2.101,    2.611,    2.277,    1.565,    2.528,    2.149,    2.303,    3.294,    2.032,    3.372,    2.677,    1.608
  0.61,E09000002,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028,    0.028
  1.00,E09000002,    0.086,    0.090,    0.090,    0.095,    0.114,    0.095,    0.095,    0.090,    0.090,    0.090,    0.095,    0.090,    0.095,    0.090,    0.086,    0.095,    0.114,    0.095,    0.090,    0.090
  1.25,E09000002,    0.106,    0.148,    0.162,    0.236,    0.265,    0.170,    0.174,    0.148,    0.186,    0.186,    0.265,    0.157,    0.162,    0.160,    0.153,    0.203,    0.160,    0.236,    0.157,    0.106
  1.50,E09000002,    0.119,    0.179,    0.220,    0.346,    0.357,    0.241,    0.220,    0.198,    0.214,    0.319,    0.357,    0.179,    0.250,    0.182,    0.236,    0.274,    0.214,    0.346,    0.207,    0.119
  1.75,E09000002,    0.164,    0.236,    0.286,    0.419,    0.514,    0.307,    0.291,    0.260,    0.286,    0.319,    0.419,    0.236,    0.311,    0.243,    0.236,    0.365,    0.248,    0.514,    0.270,    0.164
  2.00,E09000002,    0.169,    0.241,    0.306,    0.460,    0.576,    0.336,    0.291,    0.306,    0.286,    0.365,    0.460,    0.241,    0.369,    0.290,    0.270,    0.422,    0.253,    0.576,    0.327,    0.169
  2.25,E09000002,    0.181,    0.270,    0.348,    0.460,    0.758,    0.365,    0.291,    0.306,    0.348,    0.393,    0.460,    0.270,    0.397,    0.290,    0.303,    0.422,    0.330,    0.758,    0.385,    0.181
